epoch,accuracy,loss,val_accuracy,val_loss
0,0.33324108,1.364241685954415,0.31123918294906616,1.3721887209917007
1,0.33130363,1.3438685451093684,0.3025936484336853,1.3631200872855502
2,0.34597287,1.3336262162491255,0.3083573579788208,1.3826059257606265
3,0.35067812,1.3302407886326693,0.32276657223701477,1.3595724937208105
4,0.35067812,1.3202710131875637,0.36023053526878357,1.3570958403414195
5,0.36700803,1.3042463055615143,0.33717578649520874,1.3524103408588113
6,0.38887352,1.2897223213390072,0.36023053526878357,1.32647492493951
7,0.39717686,1.2734778684293535,0.3573487102985382,1.3333617737382564
8,0.41876557,1.2542470568208988,0.35446685552597046,1.3130215028520964
9,0.42679214,1.2438220068123609,0.34293949604034424,1.3155220643931231
10,0.44007748,1.2206834794872525,0.3746397793292999,1.2921914514959374
11,0.45087186,1.1976368771079766,0.36599424481391907,1.2804159664626766
12,0.46886244,1.1699603196494375,0.3746397793292999,1.2679952358993398
13,0.4721838,1.1576812011595747,0.4207492768764496,1.261671721763501
14,0.48519236,1.141062159436646,0.3832853138446808,1.2819390612995247
15,0.49792415,1.1205187018413212,0.38040345907211304,1.2506371049441247
16,0.50207585,1.1055745713241603,0.39769452810287476,1.24113579854498
17,0.5228342,1.0698092808988726,0.3746397793292999,1.2665547524130654
18,0.5397177,1.0500122962353007,0.39769452810287476,1.266648970007553
19,0.5363963,1.0384702310811573,0.4207492768764496,1.2777387288530553
20,0.5613064,1.00466282327123,0.39193084836006165,1.301009312486786
